x	w
0.019511383256793997654	0.039017813656306654811
0.058504437152420668629	0.038958395962769531199
0.097408398441584599063	0.038839651059051968932
0.136164022809143886559	0.038661759774076463327
0.174712291832646812559	0.038424993006959423185
0.212994502857666132572	0.038129711314477638344
0.250952358392272120493	0.037776364362001397490
0.288528054884511853109	0.037365490238730490027
0.325664370747701914619	0.036897714638276008839
0.362304753499487315619	0.036373749905835978044
0.398393405881969227024	0.035794393953416054603
0.433875370831756093062	0.035160529044747593496
0.468696615170544477036	0.034473120451753928794
0.502804111888784987594	0.033733214984611522817
0.536145920897131932020	0.032941939397645401383
0.568671268122709784725	0.032100498673487773148
0.600330622829751743155	0.031210174188114701642
0.631075773046871966248	0.030272321759557980661
0.660859898986119801736	0.029288369583267847693
0.689637644342027600771	0.028259816057276862397
0.717365185362099880254	0.027188227500486380674
0.744000297583597272317	0.026075235767565117903
0.769502420135041373866	0.024922535764115491105
0.793832717504605449949	0.023731882865930101293
0.816954138681463470371	0.022505090246332461926
0.838831473580255275617	0.021244026115782006389
0.859431406663111096977	0.019950610878141998929
0.878722567678213828704	0.018626814208299031429
0.896675579438770683194	0.017274652056269306359
0.913263102571757654165	0.015896183583725688045
0.928459877172445795953	0.014493508040509076117
0.942242761309872674752	0.013068761592401339294
0.954590766343634905493	0.011624114120797826917
0.965485089043799251452	0.010161766041103064521
0.974909140585727793386	0.008683945269260858426
0.982848572738629070418	0.007192904768117312753
0.989291302499755531027	0.005690922451403198649
0.994227540965688277892	0.004180313124694895237
0.997649864398237688899	0.002663533589512681669
0.999553822651630629880	0.001144950003186941535
-0.019511383256793997654	0.039017813656306654811
-0.058504437152420668629	0.038958395962769531199
-0.097408398441584599063	0.038839651059051968932
-0.136164022809143886559	0.038661759774076463327
-0.174712291832646812559	0.038424993006959423185
-0.212994502857666132572	0.038129711314477638344
-0.250952358392272120493	0.037776364362001397490
-0.288528054884511853109	0.037365490238730490027
-0.325664370747701914619	0.036897714638276008839
-0.362304753499487315619	0.036373749905835978044
-0.398393405881969227024	0.035794393953416054603
-0.433875370831756093062	0.035160529044747593496
-0.468696615170544477036	0.034473120451753928794
-0.502804111888784987594	0.033733214984611522817
-0.536145920897131932020	0.032941939397645401383
-0.568671268122709784725	0.032100498673487773148
-0.600330622829751743155	0.031210174188114701642
-0.631075773046871966248	0.030272321759557980661
-0.660859898986119801736	0.029288369583267847693
-0.689637644342027600771	0.028259816057276862397
-0.717365185362099880254	0.027188227500486380674
-0.744000297583597272317	0.026075235767565117903
-0.769502420135041373866	0.024922535764115491105
-0.793832717504605449949	0.023731882865930101293
-0.816954138681463470371	0.022505090246332461926
-0.838831473580255275617	0.021244026115782006389
-0.859431406663111096977	0.019950610878141998929
-0.878722567678213828704	0.018626814208299031429
-0.896675579438770683194	0.017274652056269306359
-0.913263102571757654165	0.015896183583725688045
-0.928459877172445795953	0.014493508040509076117
-0.942242761309872674752	0.013068761592401339294
-0.954590766343634905493	0.011624114120797826917
-0.965485089043799251452	0.010161766041103064521
-0.974909140585727793386	0.008683945269260858426
-0.982848572738629070418	0.007192904768117312753
-0.989291302499755531027	0.005690922451403198649
-0.994227540965688277892	0.004180313124694895237
-0.997649864398237688899	0.002663533589512681669
-0.999553822651630629880	0.001144950003186941535
