x	w
0.038772417506050821933	0.077505947978424811264
0.116084070675255208483	0.077039818164247965588
0.192697580701371099716	0.076110361900626242372
0.268152185007253681141	0.074723169057968264200
0.341994090825758473007	0.072886582395804059061
0.413779204371605001525	0.070611647391286779696
0.483075801686178712909	0.067912045815233903826
0.549467125095128202076	0.064804013456601038075
0.612553889667980237953	0.061306242492928939167
0.671956684614179548379	0.057439769099391551367
0.727318255189927103281	0.053227846983936824355
0.778305651426519387695	0.048695807635072232061
0.824612230833311663196	0.043870908185673271992
0.865959503212259503821	0.038782167974472017640
0.902098806968874296728	0.033460195282547847393
0.932812808278676533361	0.027937006980023401099
0.957916819213791655805	0.022245849194166957262
0.977259949983774262663	0.016421058381907888713
0.990726238699457006453	0.010498284531152813615
0.998237709710559200350	0.004521277098533191258
-0.038772417506050821933	0.077505947978424811264
-0.116084070675255208483	0.077039818164247965588
-0.192697580701371099716	0.076110361900626242372
-0.268152185007253681141	0.074723169057968264200
-0.341994090825758473007	0.072886582395804059061
-0.413779204371605001525	0.070611647391286779696
-0.483075801686178712909	0.067912045815233903826
-0.549467125095128202076	0.064804013456601038075
-0.612553889667980237953	0.061306242492928939167
-0.671956684614179548379	0.057439769099391551367
-0.727318255189927103281	0.053227846983936824355
-0.778305651426519387695	0.048695807635072232061
-0.824612230833311663196	0.043870908185673271992
-0.865959503212259503821	0.038782167974472017640
-0.902098806968874296728	0.033460195282547847393
-0.932812808278676533361	0.027937006980023401099
-0.957916819213791655805	0.022245849194166957262
-0.977259949983774262663	0.016421058381907888713
-0.990726238699457006453	0.010498284531152813615
-0.998237709710559200350	0.004521277098533191258
