x	w
0.076526521133497333755	0.152753387130725850698
0.227785851141645078080	0.149172986472603746788
0.373706088715419560673	0.142096109318382051329
0.510867001950827098004	0.131688638449176626898
0.636053680726515025453	0.118194531961518417312
0.746331906460150792614	0.101930119817240435037
0.839116971822218823395	0.083276741576704748725
0.912234428251325905868	0.062672048334109063570
0.963971927277913791268	0.040601429800386941331
0.993128599185094924786	0.017614007139152118312
-0.076526521133497333755	0.152753387130725850698
-0.227785851141645078080	0.149172986472603746788
-0.373706088715419560673	0.142096109318382051329
-0.510867001950827098004	0.131688638449176626898
-0.636053680726515025453	0.118194531961518417312
-0.746331906460150792614	0.101930119817240435037
-0.839116971822218823395	0.083276741576704748725
-0.912234428251325905868	0.062672048334109063570
-0.963971927277913791268	0.040601429800386941331
-0.993128599185094924786	0.017614007139152118312
